# Wordlist

# DATA
ID	DOCULECT	CONCEPT	CONCEPT_SPANISH	CONCEPT_FRENCH	CONCEPT_PORTUGUESE	SEMANTIC_FIELD	VALUE_IN_SOURCE	VALUE	FORM1	FORM2	FORM	SEGMENTS	SOURCE	COGID	PROBLEMATIC
1973	Kabiyari	hand	mano	main	mão	body part	<kaapi> $kaapi$ (mão) {Epps}	kaapi	kaapi		kaapi	k aː p i	Epps	2141	
1974	Piapoco	hand	mano	main	mão	body part	<cáapi> $ká:pi$ (mão) {Epps}	cáapi	ká:pi		ká:pi	k á: p i	Epps	2141	
1975	Resigaro	hand	mano	main	mão	body part	$-ké$ (mão) {Allin 1979}		-ké		-ké	� k e �	Allin 1979	2145	
1976	Tariana	hand	mano	main	mão	body part	$kapí$ (mão) {Aikhenvald 2001}		kapí		kapí	k a p í	Aikhenvald 2001	2141	
1977	Warekena	hand	mano	main	mão	body part	$na:pi$ (mão) {Aikhenvald 2012}		na:pi		na:pi	n a: p i	Aikhenvald 2012	2141	
1978	Yukuna	hand	mano	main	mão	body part	$játeʔelahi$ (mão) {Epps}		játeʔelahi		játeʔelahi	j á t e ʔ e l a h i	Epps	2148	
4844	Baniwa	hand			mão		<-káapi> (mão) {Ramirez 2001}	-káapi			-káapi	� k a � a p i	Ramirez 2001	2141	
#
1979	Achagua	hang up (VT, punctual)	colgar	pendre, suspendre, accrocher, étendre	pendurar	verb.act	$kuahideriu$ <kúahideriu> (colgar) {Melendez 2011}	kúahideriu	kuahideriu		kuahideriu	k u a h i d e r i u	Melendez 2011	2149	
1980	Resigaro	hang up (VT, punctual)	colgar	pendre, suspendre, accrocher, étendre	pendurar	verb.act	$-kováʔnú$ (pendurar) {Allin 1979}		-kováʔnú		-kováʔnú	� k o v a � ʔ n u �	Allin 1979	2151	
1981	Tariana	hang up (VT, punctual)	colgar	pendre, suspendre, accrocher, étendre	pendurar	verb.act	$di-kweta$ (pendurar) {Aikhenvald 2001}		di-kweta		di-kweta	di- k w e t a	Aikhenvald 2001	2152	
1982	Warekena	hang up (VT, punctual)	colgar	pendre, suspendre, accrocher, étendre	pendurar	verb.act	$apita$ (pendurar) {Aikhenvald 2012}		apita		apita	a p i t a	Aikhenvald 2012	2153	
1983	Yukuna	hang up (VT, punctual)	colgar	pendre, suspendre, accrocher, étendre	pendurar	verb.act	$akúwaʔatakahe$ (pendurar) {Schauer 2005}		akúwaʔatakahe		akúwaʔatakahe	a k ú w a ʔ a t a k a h e	Schauer 2005	2149	
4845	Baniwa	hang up (VT, punctual)			pendurar		<-iroita> (pendurar) {Ramirez 2001}	-iroita			-iroita	� i r o i t a	Ramirez 2001	2150	
#
1984	Achagua	hard	duro	dur	duro	verb.stat	$kabalini:$ <kabálinii> (duro) {Melendez 2011}	kabálinii	kabalini:		kabalini:	k a b a l i n i:	Melendez 2011	2154	
1985	Piapoco	hard	duro	dur	duro	verb.stat	$dà:ɺé:ɾi$ (duro) {Klumpp 1995}		dà:ɺé:ɾi		dà:ɺé:ɾi	d à: ɺ é: ɾ i	Klumpp 1995	2155	
1986	Resigaro	hard	duro	dur	duro	verb.stat	$taʔdúʔ$ (duro) {Allin 1979}		taʔdúʔ		taʔdúʔ	t a ʔ d ú ʔ	Allin 1979	2157	
1987	Warekena	hard	duro	dur	duro	verb.stat	$tepá:ɾi$ (duro) {Aikhenvald 2012}		tepá:ɾi		tepá:ɾi	t e p á: ɾ i	Aikhenvald 2012	2155	
1988	Yukuna	hard	duro	dur	duro	verb.stat	$kamatʃani$ (duro) {Schauer 2005}		kamatʃani		kamatʃani	k a m a tʃ a n i	Schauer 2005	2154	
4846	Baniwa	hard			duro		<táara> (duro) {Ramirez 2001}	táara			táara	t áa r a	Ramirez 2001	2155	
#
1989	Achagua	have a fever	tener fiebre	avoire la fièvre	ter febre	verb.stat	$ku:nami$ <kúunami> (fiebre) {Melendez 2011}	kúunami	ku:nami		ku:nami	k u: n a m i	Melendez 2011	2158	
1990	Piapoco	have a fever	tener fiebre	avoire la fièvre	ter febre	verb.stat	$nukuɺúakaβa$ (enfermarse com fiebre) {Klumpp 1995}, $mekuní$ (fiebre) {Klumpp 1995}		nukuɺúakaβa		nukuɺúakaβa	n u k u ɺ ú a k a β a	Klumpp 1995	2160	
1991	Piapoco	have a fever	tener fiebre	avoire la fièvre	ter febre	verb.stat	$nukuɺúakaβa$ (enfermarse com fiebre) {Klumpp 1995}, $mekuní$ (fiebre) {Klumpp 1995}		mekuní		mekuní	m e k u n í	Klumpp 1995	2159	
1992	Tariana	have a fever	tener fiebre	avoire la fièvre	ter febre	verb.stat	$adáki$ (febre) {Aikhenvald 2001}		adáki		adáki	a d á k i	Aikhenvald 2001	2161	
1993	Warekena	have a fever	tener fiebre	avoire la fièvre	ter febre	verb.stat	$takuwa$ (estar com febre) {Aikhenvald 2012}		takuwa		takuwa	t a k u w a	Aikhenvald 2012	2161	
1994	Yukuna	have a fever	tener fiebre	avoire la fièvre	ter febre	verb.stat	$hewehi$ (dar ou ter febre) {Schauer 2005}		hewehi		hewehi	h e wehi	Schauer 2005	2163	
4847	Baniwa	have a fever			ter febre		<hamoka> (estar com febre) {Ramirez 2001}, <-daki> (estar com febre) {Ramirez 2001}	hamoka			hamoka	h a m o k a	Ramirez 2001	2159	
4848	Baniwa	have a fever			ter febre		<hamoka> (estar com febre) {Ramirez 2001}, <-daki> (estar com febre) {Ramirez 2001}	-daki			-daki	� d a k i	Ramirez 2001	2161	
#
1995	Achagua	have diarrhea	tener diarrea	être diarrhéique	ter diarréia	verb.stat	$sulia$ <suliá> (diarrea) {Melendez 2011}	suliá	sulia		sulia	s u l i a	Melendez 2011	2164	
1996	Piapoco	have diarrhea	tener diarrea	être diarrhéique	ter diarréia	verb.stat	$í:suadaka$ (tener diarrea) {Klumpp 1995}		í:suadaka		í:suadaka	í: s u a d a k a	Klumpp 1995	2166	
1997	Resigaro	have diarrhea	tener diarrea	être diarrhéique	ter diarréia	verb.stat	$-vaʔiʔ-pípa$ (ter diarreia) {Allin 1979}		-vaʔiʔ-pípa		-vaʔiʔ-pípa	� v a ʔ i ʔ � p i � p a	Allin 1979	2167	
1998	Tariana	have diarrhea	tener diarrea	être diarrhéique	ter diarréia	verb.stat	$súli$ (diarreia) {Aikhenvald 2001}, $tsúɾi$ (diarreia) {Aikhenvald 2001}		súli		súli	s ú l i	Aikhenvald 2001	2164	
1999	Tariana	have diarrhea	tener diarrea	être diarrhéique	ter diarréia	verb.stat	$súli$ (diarreia) {Aikhenvald 2001}, $tsúɾi$ (diarreia) {Aikhenvald 2001}		tsúɾi		tsúɾi	ts ú ɾ i	Aikhenvald 2001	2164	
2000	Warekena	have diarrhea	tener diarrea	être diarrhéique	ter diarréia	verb.stat	$ʃuɾia$ (estar com diarreia) {Aikhenvald 2012}		ʃuɾia		ʃuɾia	ʃ u ɾ i a	Aikhenvald 2012	2164	
2001	Yukuna	have diarrhea	tener diarrea	être diarrhéique	ter diarréia	verb.stat	$akoʔokaho$ (ter diarreia) {Schauer 2005}		akoʔokaho		akoʔokaho	a k o ʔ o k a h o	Schauer 2005	2170	
4849	Baniwa	have diarrhea			ter diarréia		<ttolhítta> (estar com diarreia) {Ramirez 2001}	ttolhítta			ttolhítta	tt o lh í tt a	Ramirez 2001	2165	
#
2002	Piapoco	have in kinship relation	tener (pariente)	être parent	estar aparentado	verb.stat	$nuká:pika$ (tener) {Klumpp 1995}, $nudènìaka$ (tener) {Klumpp 1995}		nuká:pika		nuká:pika	n u k á: p i k a	Klumpp 1995	2172	
2003	Piapoco	have in kinship relation	tener (pariente)	être parent	estar aparentado	verb.stat	$nuká:pika$ (tener) {Klumpp 1995}, $nudènìaka$ (tener) {Klumpp 1995}		nudènìaka		nudènìaka	n u d è n ì a k a	Klumpp 1995	2172	
4850	Baniwa	have in kinship relation			estar aparentado		<-lhió> (ter) {Ramirez 2001}	-lhió			-lhió	� l h i o �	Ramirez 2001	2171	
#
2004	Achagua	have object	tener	tenir, avoir	ter	verb.stat	$wa:lieri$ <wáalieri> (tener) {Melendez 2011}	wáalieri	wa:lieri		wa:lieri	w a: l i e r i	Melendez 2011	2173	
2005	Tariana	have object	tener	tenir, avoir	ter	verb.stat	$dí-de$ (ter) {Aikhenvald 2001}		dí-de		dí-de	d i � � d e	Aikhenvald 2001	2175	
2006	Yukuna	have object	tener	tenir, avoir	ter	verb.stat	$e$ (teɾ) {Schauer 2005}		e		e	e	Schauer 2005	2176	
4851	Baniwa	have object			ter		<-lhió> (ter) {Ramirez 2001}	-lhió			-lhió	� l h i o �	Ramirez 2001	2174	
#
2007	Achagua	he	él	il	ele	pro	$lija$ <lijá> (él) {Melendez 2011}	lijá	lija		lija	l i j a	Melendez 2011	2177	
2008	Baré	he	él	il	ele	pro	$i$ (ele) {Oliveira 93}		i		i	i	Oliveira 93	2179	
2009	Piapoco	he	él	il	ele	pro	<úa> $úa$ (ele) {Epps}	úa	úa		úa	ú a	Epps	2180	
2010	Resigaro	he	él	il	ele	pro	$tsú$ (ele) {Epps}, $migí$ (ele) {Epps}		tsú		tsú	tsú	Epps	2181	
2011	Resigaro	he	él	il	ele	pro	$tsú$ (ele) {Epps}, $migí$ (ele) {Epps}		migí		migí	m i g í	Epps	2185	
2012	Tariana	he	él	il	ele	pro	$diha$ $diha$ (ele) {Epps}, $dihja$ $dihya$ ( 3ps, não feminino) {Epps}, $duha$ $duha$ (ele) {Epps}		diha		diha	d i h a	Epps	2182	
2013	Tariana	he	él	il	ele	pro	$diha$ $diha$ (ele) {Epps}, $dihja$ $dihya$ ( 3ps, não feminino) {Epps}, $duha$ $duha$ (ele) {Epps}		dihya		dihya	d i h y a	Epps	2182	
2014	Tariana	he	él	il	ele	pro	$diha$ $diha$ (ele) {Epps}, $dihja$ $dihya$ ( 3ps, não feminino) {Epps}, $duha$ $duha$ (ele) {Epps}		duha		duha	d u h a	Epps	2182	
2015	Warekena	he	él	il	ele	pro	$e-paɾu$ (ele) {Aikhenvald 2012}		e-paɾu		e-paɾu	e � p a ɾ u	Aikhenvald 2012	2183	
2016	Yukuna	he	él	il	ele	pro	$ilé$ (ele) {Schauer 2005}		ilé		ilé	i l é	Schauer 2005	2184	
4852	Baniwa	he			ele		<lhía> (ele) {Ramirez 2001}	lhía			lhía	lh í a	Ramirez 2001	2178	
#
2017	Achagua	head	cabeza	tête	cabeça	body part	$witaʃi$ <wítaʃi> (cabeza) {Melendez 2011}	wítaʃi	witaʃi		witaʃi	w i t a ʃ i	Melendez 2011	2186	
2018	Baré	head	cabeza	tête	cabeça	body part	$nu-dusia$ (cabeça) {Oliveira 93}		nu-dusia		nu-dusia	n u � d u s i a	Oliveira 93	2186	
2019	Kabiyari	head	cabeza	tête	cabeça	body part	<hiwíta> $hiwíta$ (cabeça) {Epps}	hiwíta	hiwíta		hiwíta	h i w í t a	Epps	2187	
2020	Piapoco	head	cabeza	tête	cabeça	body part	<nu-iwita> $nu-iwita$ (cabeça) {Epps}	nu-iwita	nu-iwita		nu-iwita	n u � i w i t a	Epps	2187	
2021	Resigaro	head	cabeza	tête	cabeça	body part	$híveú$ (cabeça) {Epps}		híveú		híveú	h í v e ú	Epps	2191	
2022	Tariana	head	cabeza	tête	cabeça	body part	$dhiwída$ (cabeça) {Aikhenvald}, $di-whída$ (cabeça) {Aikhenvald 2001}		dhiwída		dhiwída	dh i w í d a	Aikhenvald	2187	
2023	Tariana	head	cabeza	tête	cabeça	body part	$dhiwída$ (cabeça) {Aikhenvald}, $di-whída$ (cabeça) {Aikhenvald 2001}		di-whída		di-whída	di- wh í d a	Aikhenvald 2001	2187	
2024	Warekena	head	cabeza	tête	cabeça	body part	$núbuhu$ (cabeça) {Aikhenvald 2012}		núbuhu		núbuhu	n ú b u h u	Aikhenvald 2012	2193	
2025	Yukuna	head	cabeza	tête	cabeça	body part	$wílaʔaɾuhi$ (cabeça) {Epps}		wílaʔaɾuhi		wílaʔaɾuhi	w í l a ʔ a ɾ u h i	Epps	2194	
4853	Baniwa	head			cabeça		<-hiwída> (cabeça) {Ramirez 2001}	-hiwída			-hiwída	� h i w i � d a	Ramirez 2001	2187	
#
4854	Baniwa	headwater			nascente		<ñawaphowída> (nascente de igarape) {Ramirez 2001}	ñawaphowída			ñawaphowída	ñ a w a ph o w í d a	Ramirez 2001	2195	
#
2026	Piapoco	heal (VT) with medicine	tratar con medicina	traiter, soigner	tratar	verb.act	$nudèpìaka$ (curar) {Klumpp 1995}		nudèpìaka		nudèpìaka	n u d è p ì a k a	Klumpp 1995	2197	
2027	Warekena	heal (VT) with medicine	tratar con medicina	traiter, soigner	tratar	verb.act	$pinata$ (curar) {Aikhenvald 2012}		pinata		pinata	p i n a t a	Aikhenvald 2012	2198	
2028	Yukuna	heal (VT) with medicine	tratar con medicina	traiter, soigner	tratar	verb.act	$pusánaʔakahe$ (medicar, curar, tratar com medicina) {Schauer 2005},$puhánaʔakahe$ (medicar, curar, tratar com medicina) {Schauer 2005}		pusánaʔakahe		pusánaʔakahe	p u s á n aʔakahe	Schauer 2005	2199	
2029	Yukuna	heal (VT) with medicine	tratar con medicina	traiter, soigner	tratar	verb.act	$pusánaʔakahe$ (medicar, curar, tratar com medicina) {Schauer 2005},$puhánaʔakahe$ (medicar, curar, tratar com medicina) {Schauer 2005}		puhánaʔakahe		puhánaʔakahe	p u h á n aʔakahe	Schauer 2005	2199	
4855	Baniwa	heal (VT) with medicine			tratar		<-matsíata> (tratar bem, curar) {Ramirez 2001}	-matsíata			-matsíata	� m a t � i � a t a	Ramirez 2001	2196	
#
2030	Resigaro	heal (VT) with tobacco smoke, etc.	curar	guerir	sarar, curar	verb.act	$-naiʔkó$ (curar) {Allin 1979}		-naiʔkó		-naiʔkó	� n a i ʔ k o �	Allin 1979	2201	
2031	Yukuna	heal (VT) with tobacco smoke, etc.	curar	guerir	sarar, curar	verb.act	$puhánaʔakake$ (medicar, curar, tratar com medicina) {Schauer 2005}, $lawítʃoʔokahe$ (curar tɾadicionalmente) {Schauer 2005}		puhánaʔakake		puhánaʔakake	p u h á n a ʔ a k a k e	Schauer 2005	2202	
2032	Yukuna	heal (VT) with tobacco smoke, etc.	curar	guerir	sarar, curar	verb.act	$puhánaʔakake$ (medicar, curar, tratar com medicina) {Schauer 2005}, $lawítʃoʔokahe$ (curar tɾadicionalmente) {Schauer 2005}		lawítʃoʔokahe		lawítʃoʔokahe	l a w í tʃ o ʔ o k a h e	Schauer 2005	2203	
4856	Baniwa	heal (VT) with tobacco smoke, etc.			sarar, curar		<-matsíata> (tratar bem, curar) {Ramirez 2001}	-matsíata			-matsíata	� m a t � i � a t a	Ramirez 2001	2200	
#
2033	Achagua	hear	escuchar	entendre	escutar, ouvir	verb.stat	$e:meri$ <éemeri> (escuchar) {Melendez 2011}	éemeri	e:meri		e:meri	e: m e r i	Melendez 2011	2204	
2034	Baré	hear	escuchar	entendre	escutar, ouvir	verb.stat	$temu-da$ (ouvir) {Oliveira 93}		temu-da		temu-da	t e m u � d a	Oliveira 93	2206	
2035	Kabiyari	hear	escuchar	entendre	escutar, ouvir	verb.stat	<heme> $heme$ (ouvir) {Epps}	heme	heme		heme	h e m e	Epps	2205	
2036	Resigaro	hear	escuchar	entendre	escutar, ouvir	verb.stat	$héʔmú$ (ouvir) {Epps}		héʔmú		héʔmú	h é ʔ m ú	Epps	2205	
2037	Warekena	hear	escuchar	entendre	escutar, ouvir	verb.stat	$eda$ (escutar) {Aikhenvald 2012}		eda		eda	e d a	Aikhenvald 2012	2206	
2038	Yukuna	hear	escuchar	entendre	escutar, ouvir	verb.stat	$hemaʔakahe$ (ouvir) {Epps}		hemaʔakahe		hemaʔakahe	h e m aʔakahe	Epps	2210	
4857	Baniwa	hear			escutar, ouvir		<-hima> {Ramirez 2001}, <-himeeta> (escutar) {Ramirez 2001}	-hima			-hima	� h i m a	Ramirez 2001	2205	
4858	Baniwa	hear			escutar, ouvir		<-hima> {Ramirez 2001}, <-himeeta> (escutar) {Ramirez 2001}	-himeeta			-himeeta	� h i m e e t a	Ramirez 2001	2205	
#
2039	Achagua	heart (internal organ)	corazón	cœur	coração	body part	$wowaʃi$ <wówaʃi> (corazón) {Melendez 2011}	wówaʃi	wowaʃi		wowaʃi	w o w a ʃ i	Melendez 2011	2211	
2040	Baré	heart (internal organ)	corazón	cœur	coração	body part	$hakani$ (coração) {Oliveira 93}		hakani		hakani	h a k a n i	Oliveira 93	2213	
2041	Kabiyari	heart (internal organ)	corazón	cœur	coração	body part	<kareta> $kareta$ (coração) {Epps}	kareta	kareta		kareta	k a r e t a	Epps	2214	
2042	Piapoco	heart (internal organ)	corazón	cœur	coração	body part	<nu-wàwa> $nu-wàwa$ (coração) {Epps}, <íiricu> $í:ɾiku$ (coração) {Epps}	nu-wàwa	nu-wàwa		nu-wàwa	n u � w a � w a	Epps	2215	
2043	Piapoco	heart (internal organ)	corazón	cœur	coração	body part	<nu-wàwa> $nu-wàwa$ (coração) {Epps}, <íiricu> $í:ɾiku$ (coração) {Epps}	íiricu	í:ɾiku		í:ɾiku	í: ɾ i k u	Epps	2220	
2044	Resigaro	heart (internal organ)	corazón	cœur	coração	body part	$váɸoú$ (coração) {Epps}		váɸoú		váɸoú	v á ɸ o ú	Epps	2216	
2045	Tariana	heart (internal organ)	corazón	cœur	coração	body part	$dí-kale$ (coração) {Aikhenvald 2001}		dí-kale		dí-kale	d i � � k a l e	Aikhenvald 2001	2212	
2046	Warekena	heart (internal organ)	corazón	cœur	coração	body part	$nunenítoana$ (coração) {Aikhenvald 2012}		nunenítoana		nunenítoana	n u n e n í t o a n a	Aikhenvald 2012	2218	
2047	Yukuna	heart (internal organ)	corazón	cœur	coração	body part	$wahwehi$ (coração) {Epps}		wahwehi		wahwehi	w a h wehi	Epps	2211	
4859	Baniwa	heart (internal organ)			coração		<-kaale> (coração) {Ramirez 2001}	-kaale			-kaale	� k a a l e	Ramirez 2001	2212	
#
2048	Yukuna	heat	calor	chaleur	calor	other	$imaʔátʃahi$ (calor de alguém ou algo) {Schauer 2005}		imaʔátʃahi		imaʔátʃahi	i m a ʔ á tʃ a h i	Schauer 2005	2222	
4860	Baniwa	heat			calor		<hámoka> (calor) {Ramirez 2001}, <-lhio> (calor) {Ramirez 2001}	hámoka			hámoka	hámoka	Ramirez 2001	2221	
4861	Baniwa	heat			calor		<hámoka> (calor) {Ramirez 2001}, <-lhio> (calor) {Ramirez 2001}	-lhio			-lhio	<?>	Ramirez 2001	2223	
#
2049	Achagua	heavy	pesado	lourde	pesado	verb.stat	$kadukuni:$ <kadúkunii> (pesado) {Melendez 2011}	kadúkunii	kadukuni:		kadukuni:	k a d u k u n i:	Melendez 2011	2224	
2050	Baré	heavy	pesado	lourde	pesado	verb.stat	$dukuni$ (pesado) {Oliveira 93}		dukuni		dukuni	d u k u n i	Oliveira 93	2224	
2051	Kabiyari	heavy	pesado	lourde	pesado	verb.stat	<mija> (pesado) {Ramirez, 2001}	mija			mija	m i j a	Ramirez, 2001	2227	
2052	Piapoco	heavy	pesado	lourde	pesado	verb.stat	<íimierí> $íimierí$ (pesado) {Epps}	íimierí	íimierí		íimierí	í i m i e r í	Epps	2228	
2053	Resigaro	heavy	pesado	lourde	pesado	verb.stat	$hiʒaṇiiʔ$ (pesado) {H&R 1992}		hiʒaṇiiʔ		hiʒaṇiiʔ	h i ʒ a ṇ ii ʔ	H&R 1992	2225	
2054	Tariana	heavy	pesado	lourde	pesado	verb.stat	$hamia-peɾi$ (pesado) {Aikhenvald 2001}		hamia-peɾi		hamia-peɾi	h a m i a � p e ɾ i	Aikhenvald 2001	2228	
2055	Warekena	heavy	pesado	lourde	pesado	verb.stat	$yabeme$ (pesado) {Aikhenvald 2012}		yabeme		yabeme	y a b e m e	Aikhenvald 2012	2231	
2056	Yukuna	heavy	pesado	lourde	pesado	verb.stat	$katʃini$ (pesado) {Epps}		katʃini		katʃini	k a tʃ i n i	Epps	2224	
4862	Baniwa	heavy			pesado		<hamíña> (pesado) {Ramirez 2001}	hamíña			hamíña	h a m í ñ a	Ramirez 2001	2225	
#
2057	Achagua	heel	talón	talon	calcanhar	body part	$kudiʃi$ <kúdiʃi> (talón) {Melendez 2011}	kúdiʃi	kudiʃi		kudiʃi	k u d i ʃ i	Melendez 2011	2232	
2058	Resigaro	heel	talón	talon	calcanhar	body part	$-hiiʔpáú$ (calcanhar) {Allin 1979}		-hiiʔpáú		-hiiʔpáú	� h i i ʔ p a � u �	Allin 1979	2234	
2059	Tariana	heel	talón	talon	calcanhar	body part	$dhipamá-da$ (calcanhar) {Aikhenvald 2001}		dhipamá-da		dhipamá-da	d h i p a m a � � d a	Aikhenvald 2001	2235	
2060	Warekena	heel	talón	talon	calcanhar	body part	$nuduibu$ (calcanhar) {Aikhenvald 2012}		nuduibu		nuduibu	n u d u i b u	Aikhenvald 2012	2236	
2061	Yukuna	heel	talón	talon	calcanhar	body part	$hiʔipálahi$ (calcanhar) {Schauer 2005}		hiʔipálahi		hiʔipálahi	h i ʔ i p á l a h i	Schauer 2005	2234	
4863	Baniwa	heel			calcanhar		<-koróda> (calcanhar) {Ramirez 2001}	-koróda			-koróda	� k o r o � d a	Ramirez 2001	2233	
#
2062	Yukuna	helicona	platanillo, ave del paraíso, pinza de langosta	heliconia	heliconia	plant	$leɾi$ (platanillo) {Schauer 2005}		leɾi		leɾi	l e ɾ i	Schauer 2005	2238	
4864	Baniwa	helicona			heliconia		<deritsi> (heliconia) {Chacon 2016}	deritsi			deritsi	d e r i ts i	Chacon 2016	2237	
#
2063	Achagua	help (V)	ayudar	aider	ajudar	verb.act	$juderi$ <júderi> (ayudar) {Melendez 2011}	júderi	juderi		juderi	j u d e r i	Melendez 2011	2239	
2064	Piapoco	help (V)	ayudar	aider	ajudar	verb.act	$nujú:dà:ka$ (ajudar) {Klumpp 1995}		nujú:dà:ka		nujú:dà:ka	n u j ú: d à: k a	Klumpp 1995	2241	
2065	Resigaro	help (V)	ayudar	aider	ajudar	verb.act	$-iíté-khú$ (ajudar) {Allin 1979}		-iíté-khú		-iíté-khú	� i i � t e � � k h u �	Allin 1979	2242	
2066	Warekena	help (V)	ayudar	aider	ajudar	verb.act	$ayuda$ (ajudar) {Aikhenvald 2012}		ayuda		ayuda	a y u d a	Aikhenvald 2012	2243	
2067	Yukuna	help (V)	ayudar	aider	ajudar	verb.act	$ɾiɲaté aʔakana: aʔakahe$ (ajudar) {Schauer 2005}		ɾiɲaté aʔakana: aʔakahe		ɾiɲaté aʔakana: aʔakahe	ɾ i ɲ a t e � � a ʔ a k a n a � � a ʔ a k a h e	Schauer 2005	2244	
4865	Baniwa	help (V)			ajudar		<-kitsindáta> (ajudar) {Ramirez 2001}	-kitsindáta			-kitsindáta	� k i t � i n d a � t a	Ramirez 2001	2240	
#
2068	Baré	here	acá	ici, là	aqui	other	$awehe$ (aqui) {Oliveira 93}		awehe		awehe	a w e h e	Oliveira 93	2245	
2069	Piapoco	here	acá	ici, là	aqui	other	$ʧái$ (aqui) {H&R 1992}		ʧái		ʧái	ʧ á i	H&R 1992	2247	
2070	Tariana	here	acá	ici, là	aqui	other	$ahí$ (aqui) {Aikhenvald 2001}		ahí		ahí	a h í	Aikhenvald 2001	2245	
2071	Warekena	here	acá	ici, là	aqui	other	$wani$ (aqui) {Aikhenvald 2012}		wani		wani	w a n i	Aikhenvald 2012	2249	
2072	Yukuna	here	acá	ici, là	aqui	other	$mahó$ (aqui) {Schauer 2005}		mahó		mahó	m a h ó	Schauer 2005	2245	
4866	Baniwa	here			aqui		<áahã> (aqui) {Ramirez 2001}, <áa yaahã> (aqui) {Ramirez 2001}	áahã			áahã	áa h ã	Ramirez 2001	2245	
4867	Baniwa	here			aqui		<áahã> (aqui) {Ramirez 2001}, <áa yaahã> (aqui) {Ramirez 2001}	áa yaahã			áa yaahã	a � a � y a a h a �	Ramirez 2001	2251	
#
2073	Achagua	hide (VI)	esconderse	se cacher	esconder-se	verb.int	$bajeriu$ <bájeriu> (esconderse) {Melendez 2011}	bájeriu	bajeriu		bajeriu	b a j e r i u	Melendez 2011	2252	
2074	Piapoco	hide (VI)	esconderse	se cacher	esconder-se	verb.int	<bàaca> $bàaka$ (esconder) {Epps}	bàaca	bàaka		bàaka	b à a k a	Epps	2254	
2075	Resigaro	hide (VI)	esconderse	se cacher	esconder-se	verb.int	$-hínoʔphaavú$ (esconder-se) {Allin 1979}		-hínoʔphaavú		-hínoʔphaavú	� h i � n o ʔ p h a a v u �	Allin 1979	2255	
2076	Tariana	hide (VI)	esconderse	se cacher	esconder-se	verb.int	$di-dawéta$ (esconder) {Aikhenvald 2001}		di-dawéta		di-dawéta	di- d a w é t a	Aikhenvald 2001	2253	
2077	Yukuna	hide (VI)	esconderse	se cacher	esconder-se	verb.int	$ɾiliyá ataʔakana: ataʔakahe$ (esconder) {Schauer 2005}		ɾiliyá ataʔakana: ataʔakahe		ɾiliyá ataʔakana: ataʔakahe	ɾ i l i y a � � a t a ʔ a k a n a � � a t a ʔ a k a h e	Schauer 2005	2257	
4868	Baniwa	hide (VI)			esconder-se		<-dawa> (esconder) {Ramirez 2001}	-dawa			-dawa	� d a w a	Ramirez 2001	2253	
#
2078	Piapoco	hide (VT)	esconder	cacher	esconder	verb.act	$nubà:kaβa$ (esconderse) {Klumpp 1995}		nubà:kaβa		nubà:kaβa	n u b à: k a β a	Klumpp 1995	2259	
2079	Resigaro	hide (VT)	esconder	cacher	esconder	verb.act	$-híʔno$ (esconder) {Allin 1979}		-híʔno		-híʔno	� h i � ʔ n o	Allin 1979	2260	
2080	Warekena	hide (VT)	esconder	cacher	esconder	verb.act	$mutʃiuta$ (esconder) {Aikhenvald 2012}		mutʃiuta		mutʃiuta	m u tʃ i u t a	Aikhenvald 2012	2261	
2081	Yukuna	hide (VT)	esconder	cacher	esconder	verb.act	$ɾilijá$ (esconder) {Epps}		ɾilijá		ɾilijá	ɾ i l i j á	Epps	2262	
4869	Baniwa	hide (VT)			esconder		<-dawa> (esconder) {Ramirez 2001}	-dawa			-dawa	� d a w a	Ramirez 2001	2258	
#
2082	Achagua	high, tall	alto	haut, grand	alto	other	$a:kai$ <aakai> (alto) {Melendez 2011}	aakai	a:kai		a:kai	a: k a i	Melendez 2011	2263	
2083	Baré	high, tall	alto	haut, grand	alto	other	$wenu$ (alto) {Oliveira 93}		wenu		wenu	w e n u	Oliveira 93	2265	
2084	Piapoco	high, tall	alto	haut, grand	alto	other	$ká:ɺéɾi$ (alto) {Klumpp 1995}, $tʃènuní:ɾi$ (alto) {Klump95}		ká:ɺéɾi		ká:ɺéɾi	k á: ɺ é ɾ i	Klumpp 1995	2266	
2085	Piapoco	high, tall	alto	haut, grand	alto	other	$ká:ɺéɾi$ (alto) {Klumpp 1995}, $tʃènuní:ɾi$ (alto) {Klump95}		tʃènuní:ɾi		tʃènuní:ɾi	tʃ è n u n í: ɾ i	Klump95	2264	
2086	Resigaro	high, tall	alto	haut, grand	alto	other	$tseinóʔ$ (alto) {Allin 1979}		tseinóʔ		tseinóʔ	ts e i n ó ʔ	Allin 1979	2264	
2087	Tariana	high, tall	alto	haut, grand	alto	other	$yenú-ite$ (alto) {Aikhenvald 2001}, $yenuníte$ (alto) {Aikhenvald 2001}		yenú-ite		yenú-ite	y e n u � � i t e	Aikhenvald 2001	2268	
2088	Tariana	high, tall	alto	haut, grand	alto	other	$yenú-ite$ (alto) {Aikhenvald 2001}, $yenuníte$ (alto) {Aikhenvald 2001}		yenuníte		yenuníte	y e n u n í t e	Aikhenvald 2001	2268	
